OrderNumber,WarehouseCode,Order Date,Ship Date,Category,Sales Channel,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Sales,Quantity,Discount,Profit
SO - 0004162,WARE-PUJ1005,17-09-2015,20-09-2015,Office Supplies,Online,USD,10,26,285,17,25.032,3,0.2,7.8225
SO - 0004163,WARE-PUJ1005,10-03-2016,14-03-2016,Technology,Wholesale,USD,1,24,284,29,39.992,1,0.2,7.4985
SO - 0004164,WARE-UHY1004,23-06-2014,26-06-2014,Office Supplies,Online,USD,9,25,255,25,20.016,9,0.2,1.7514
SO - 0004165,WARE-PUJ1005,23-06-2014,26-06-2014,Office Supplies,Online,USD,27,44,324,33,3.104,1,0.2,0.3492
SO - 0004166,WARE-NMK1003,01-11-2014,05-11-2014,Office Supplies,Online,USD,9,42,148,30,7.52,5,0.2,1.41
SO - 0004167,WARE-PUJ1005,01-11-2014,05-11-2014,Office Supplies,Online,USD,5,18,290,43,10.272,3,0.2,0.8988
SO - 0004168,WARE-NBV1002,01-11-2014,05-11-2014,Office Supplies,Online,USD,21,28,85,19,47.808,12,0.2,15.5376
SO - 0004169,WARE-PUJ1005,01-11-2014,05-11-2014,Technology,Wholesale,USD,4,50,284,41,978.84,9,0.2,110.1195
SO - 0004170,WARE-NMK1003,28-08-2016,31-08-2016,Office Supplies,Online,USD,12,3,175,37,13.14,9,0.8,-21.681
SO - 0004171,WARE-UHY1004,28-08-2016,31-08-2016,Office Supplies,Online,USD,28,17,209,29,10.024,4,0.8,-16.5396
SO - 0004172,WARE-XYS1001,28-08-2016,31-08-2016,Furniture,In-Store,USD,5,49,52,10,156.3728,2,0.32,-52.8908
SO - 0004173,WARE-UHY1004,06-12-2015,08-12-2015,Technology,Wholesale,USD,12,44,209,5,999.98,2,0,449.991
SO - 0004174,WARE-PUJ1005,24-09-2015,27-09-2015,Technology,Wholesale,USD,7,9,289,27,821.94,6,0,213.7044
SO - 0004175,WARE-PUJ1005,15-11-2017,20-11-2017,Furniture,In-Store,USD,27,49,299,6,220.064,4,0.2,55.016
SO - 0004176,WARE-XYS1001,15-11-2017,20-11-2017,Furniture,In-Store,USD,8,21,42,9,339.136,4,0.2,0
SO - 0004177,WARE-PUJ1005,19-12-2015,21-12-2015,Office Supplies,Online,USD,14,36,275,40,7.04,2,0,3.3088
SO - 0004178,WARE-NBV1002,19-12-2015,21-12-2015,Office Supplies,Online,USD,28,23,68,27,5.04,4,0,0.2016
SO - 0004179,WARE-XYS1001,19-12-2015,21-12-2015,Office Supplies,Online,USD,22,48,14,31,116.28,3,0,56.9772
SO - 0004180,WARE-NMK1003,21-12-2015,24-12-2015,Technology,Wholesale,USD,24,7,165,17,47.976,3,0.2,4.7976
SO - 0004181,WARE-MKL1006,25-09-2016,29-09-2016,Office Supplies,Online,USD,23,37,363,17,60.048,9,0.2,22.518
SO - 0004182,WARE-MKL1006,25-09-2016,29-09-2016,Office Supplies,Online,USD,4,2,360,7,5.022,1,0.7,-3.5154
SO - 0004183,WARE-NMK1003,24-06-2017,30-06-2017,Office Supplies,Online,USD,12,27,134,40,182.994,3,0.8,-320.2395
SO - 0004184,WARE-UHY1004,24-06-2017,30-06-2017,Office Supplies,Online,USD,5,36,209,11,10.272,3,0.2,3.21
SO - 0004185,WARE-UHY1004,07-09-2017,09-09-2017,Office Supplies,Online,USD,9,16,214,23,7.857,3,0.7,-6.0237
SO - 0004186,WARE-UHY1004,04-08-2016,06-08-2016,Technology,Wholesale,USD,9,29,215,38,302.384,2,0.2,30.2384
SO - 0004187,WARE-UHY1004,04-08-2016,06-08-2016,Office Supplies,Online,USD,3,12,231,46,20.952,3,0.2,7.0713
SO - 0004188,WARE-PUJ1005,04-08-2016,06-08-2016,Office Supplies,Online,USD,18,44,286,33,11.784,3,0.2,3.9771
SO - 0004189,WARE-NBV1002,19-08-2014,26-08-2014,Furniture,In-Store,USD,22,16,64,38,638.82,9,0,172.4814
SO - 0004190,WARE-NMK1003,01-04-2016,05-04-2016,Office Supplies,Online,USD,20,18,146,40,20.7,2,0,9.936
SO - 0004191,WARE-UHY1004,01-04-2016,05-04-2016,Office Supplies,Online,USD,22,40,258,1,10.95,3,0,3.285
SO - 0004192,WARE-NMK1003,01-04-2016,05-04-2016,Office Supplies,Online,USD,11,34,108,14,14.352,3,0.2,4.6644
SO - 0004193,WARE-UHY1004,16-05-2017,18-05-2017,Office Supplies,Online,USD,13,31,252,4,221.024,2,0.2,-55.256
SO - 0004194,WARE-MKL1006,24-08-2015,28-08-2015,Technology,Wholesale,USD,8,26,346,5,3080,7,0,1416.8
SO - 0004195,WARE-XYS1001,24-08-2015,28-08-2015,Technology,Wholesale,USD,21,21,22,15,79.96,4,0,18.3908
SO - 0004196,WARE-NMK1003,24-08-2015,28-08-2015,Technology,Wholesale,USD,17,45,181,28,587.97,3,0,170.5113
SO - 0004197,WARE-NMK1003,23-09-2014,28-09-2014,Office Supplies,Online,USD,17,1,200,40,32.4,5,0,15.552
SO - 0004198,WARE-NMK1003,23-09-2014,28-09-2014,Office Supplies,Online,USD,18,26,100,1,404.9,5,0,16.196
SO - 0004199,WARE-UHY1004,23-09-2014,28-09-2014,Office Supplies,Online,USD,16,8,226,12,9449.95,5,0,4630.4755
SO - 0004200,WARE-NMK1003,23-09-2014,28-09-2014,Office Supplies,Online,USD,21,32,161,47,12.94,2,0,6.47
SO - 0004201,WARE-XYS1001,19-06-2017,23-06-2017,Office Supplies,Online,USD,20,10,42,14,2.264,1,0.8,-5.2072
SO - 0004202,WARE-UHY1004,19-06-2017,23-06-2017,Office Supplies,Online,USD,26,2,219,2,0.444,1,0.8,-1.11
SO - 0004203,WARE-PUJ1005,19-06-2017,23-06-2017,Office Supplies,Online,USD,3,34,295,16,146.176,8,0.2,47.5072
SO - 0004204,WARE-UHY1004,21-12-2017,21-12-2017,Furniture,In-Store,USD,4,12,237,27,15.92,2,0,7.0048
SO - 0004205,WARE-NMK1003,07-08-2017,13-08-2017,Technology,Wholesale,USD,19,10,151,21,159.96,5,0.2,17.9955
SO - 0004206,WARE-NBV1002,07-08-2017,13-08-2017,Office Supplies,Online,USD,28,41,64,8,13.76,2,0.2,4.644
SO - 0004207,WARE-MKL1006,22-08-2016,26-08-2016,Office Supplies,Online,USD,4,8,331,18,4.312,2,0.8,-6.8992
SO - 0004208,WARE-XYS1001,07-09-2015,07-09-2015,Office Supplies,Online,USD,20,23,37,17,13.96,2,0,0.2792
SO - 0004209,WARE-XYS1001,07-09-2015,07-09-2015,Furniture,In-Store,USD,10,44,21,26,27.414,3,0.4,-14.1639
SO - 0004210,WARE-NMK1003,25-12-2015,01-01-2016,Technology,Wholesale,USD,26,6,170,36,73.98,2,0,19.9746
SO - 0004211,WARE-UHY1004,25-12-2015,01-01-2016,Furniture,In-Store,USD,19,27,223,6,160.98,1,0,20.9274
SO - 0004212,WARE-NMK1003,25-12-2015,01-01-2016,Office Supplies,Online,USD,8,38,188,35,17.34,3,0,8.4966
SO - 0004213,WARE-NMK1003,25-12-2015,01-01-2016,Office Supplies,Online,USD,8,40,175,32,3.28,1,0,0.9512
SO - 0004214,WARE-NMK1003,02-05-2015,07-05-2015,Office Supplies,Online,USD,19,3,183,31,8.856,3,0.2,2.9889
SO - 0004215,WARE-PUJ1005,02-05-2015,07-05-2015,Technology,Wholesale,USD,5,48,321,44,158.376,3,0.2,13.8579
SO - 0004216,WARE-PUJ1005,24-11-2016,27-11-2016,Office Supplies,Online,USD,19,5,308,13,1219.96,5,0.2,381.2375
SO - 0004217,WARE-NMK1003,24-11-2015,29-11-2015,Office Supplies,Online,USD,18,13,129,31,3.168,2,0.2,0.99
SO - 0004218,WARE-NMK1003,24-11-2015,29-11-2015,Office Supplies,Online,USD,3,23,199,20,19.44,3,0,9.3312
SO - 0004219,WARE-MKL1006,24-11-2015,29-11-2015,Office Supplies,Online,USD,14,23,361,37,454.86,7,0,54.5832
SO - 0004220,WARE-XYS1001,24-11-2015,29-11-2015,Office Supplies,Online,USD,12,33,21,21,91.392,8,0.2,29.7024
SO - 0004221,WARE-NMK1003,04-09-2017,10-09-2017,Technology,Wholesale,USD,21,36,121,8,19.04,4,0.2,-1.428
SO - 0004222,WARE-MKL1006,11-05-2017,12-05-2017,Office Supplies,Online,USD,1,46,355,2,37.44,6,0,16.848
SO - 0004223,WARE-PUJ1005,11-05-2017,12-05-2017,Office Supplies,Online,USD,7,45,319,30,37.59,3,0,17.6673
SO - 0004224,WARE-NBV1002,11-05-2017,12-05-2017,Office Supplies,Online,USD,16,6,60,2,26.032,2,0.2,9.4366
SO - 0004225,WARE-MKL1006,11-05-2014,18-05-2014,Office Supplies,Online,USD,7,12,357,10,35.91,3,0,9.6957
SO - 0004226,WARE-NMK1003,27-07-2017,31-07-2017,Furniture,In-Store,USD,25,48,149,31,91.032,3,0.2,-2.2758
SO - 0004227,WARE-UHY1004,06-05-2017,09-05-2017,Office Supplies,Online,USD,18,12,259,39,54.66,6,0,18.0378
SO - 0004228,WARE-NMK1003,19-09-2014,24-09-2014,Office Supplies,Online,USD,20,48,166,26,67.344,6,0.2,7.5762
SO - 0004229,WARE-MKL1006,19-09-2014,24-09-2014,Technology,Wholesale,USD,6,21,352,31,2624.985,3,0.5,-944.9946
SO - 0004230,WARE-XYS1001,29-03-2015,04-04-2015,Office Supplies,Online,USD,8,32,49,33,73.28,4,0,21.2512
SO - 0004231,WARE-PUJ1005,18-11-2014,25-11-2014,Office Supplies,Online,USD,4,46,267,44,14.48,5,0.8,-23.892
SO - 0004232,WARE-XYS1001,02-07-2015,09-07-2015,Office Supplies,Online,USD,10,7,11,40,11.952,3,0.2,4.0338
SO - 0004233,WARE-NMK1003,02-07-2015,09-07-2015,Office Supplies,Online,USD,23,21,197,8,15.552,3,0.2,5.6376
SO - 0004234,WARE-UHY1004,08-09-2014,13-09-2014,Office Supplies,Online,USD,27,11,260,7,45,9,0,21.6
SO - 0004235,WARE-NMK1003,08-09-2014,13-09-2014,Technology,Wholesale,USD,24,31,116,34,209.97,3,0,90.2871
SO - 0004236,WARE-UHY1004,02-10-2017,08-10-2017,Office Supplies,Online,USD,14,50,212,7,112.12,5,0.2,42.045
SO - 0004237,WARE-NBV1002,02-10-2017,08-10-2017,Office Supplies,Online,USD,26,17,86,19,1575.14,7,0,204.7682
SO - 0004238,WARE-PUJ1005,19-11-2017,23-11-2017,Office Supplies,Online,USD,1,15,320,11,25.06,7,0,12.53
SO - 0004239,WARE-NMK1003,30-12-2016,01-01-2017,Office Supplies,Online,USD,17,7,115,22,6.924,6,0.8,-10.386
SO - 0004240,WARE-NMK1003,01-12-2017,04-12-2017,Office Supplies,Online,USD,14,18,132,13,37.392,3,0.2,2.337
SO - 0004241,WARE-PUJ1005,01-12-2017,04-12-2017,Furniture,In-Store,USD,12,36,294,14,79.12,5,0.2,13.846
SO - 0004242,WARE-UHY1004,13-06-2016,17-06-2016,Office Supplies,Online,USD,14,50,249,5,18.9,3,0,8.694
SO - 0004243,WARE-UHY1004,19-05-2014,23-05-2014,Office Supplies,Online,USD,25,34,227,20,57.42,9,0,26.4132
SO - 0004244,WARE-NMK1003,30-01-2017,06-02-2017,Office Supplies,Online,USD,1,47,186,46,12.74,7,0,5.733
SO - 0004245,WARE-NMK1003,30-01-2017,06-02-2017,Office Supplies,Online,USD,26,22,154,37,8.82,3,0,2.3814
SO - 0004246,WARE-PUJ1005,30-01-2017,06-02-2017,Furniture,In-Store,USD,22,26,328,2,120.784,1,0.2,-13.5882
SO - 0004247,WARE-XYS1001,28-11-2015,04-12-2015,Furniture,In-Store,USD,16,14,1,28,322.59,3,0,64.518
SO - 0004248,WARE-NMK1003,23-10-2017,28-10-2017,Office Supplies,Online,USD,15,2,189,36,9.762,3,0.8,-15.1311
SO - 0004249,WARE-XYS1001,23-10-2017,28-10-2017,Office Supplies,Online,USD,2,40,58,32,13.72,1,0.2,1.2005
SO - 0004250,WARE-UHY1004,23-10-2017,28-10-2017,Technology,Wholesale,USD,24,42,231,33,55.2,1,0.2,-2.07
SO - 0004251,WARE-NBV1002,23-10-2017,28-10-2017,Office Supplies,Online,USD,3,23,70,37,259.136,4,0.2,-58.3056
SO - 0004252,WARE-XYS1001,07-09-2017,11-09-2017,Office Supplies,Online,USD,20,16,8,40,29.24,5,0.2,9.8685
SO - 0004253,WARE-UHY1004,07-09-2017,11-09-2017,Office Supplies,Online,USD,12,38,246,37,15.552,3,0.2,5.4432
SO - 0004254,WARE-NBV1002,07-09-2017,11-09-2017,Office Supplies,Online,USD,11,41,87,36,4.896,3,0.2,1.6524
SO - 0004255,WARE-NBV1002,29-12-2016,03-01-2017,Office Supplies,Online,USD,25,12,70,39,38.088,4,0.7,-27.9312
SO - 0004256,WARE-PUJ1005,29-12-2016,03-01-2017,Office Supplies,Online,USD,11,3,300,10,2.808,3,0.7,-1.9656
SO - 0004257,WARE-XYS1001,05-12-2015,09-12-2015,Technology,Wholesale,USD,8,30,55,13,47.984,2,0.2,0.5998
SO - 0004258,WARE-NMK1003,05-12-2015,09-12-2015,Office Supplies,Online,USD,4,21,164,33,26.064,6,0.7,-19.9824
SO - 0004259,WARE-PUJ1005,01-11-2014,08-11-2014,Office Supplies,Online,USD,27,16,319,7,15.696,3,0.2,5.1012
SO - 0004260,WARE-XYS1001,16-04-2016,23-04-2016,Office Supplies,Online,USD,19,23,41,12,12.84,3,0,3.7236
SO - 0004261,WARE-NMK1003,14-05-2017,18-05-2017,Technology,Wholesale,USD,9,37,196,18,539.97,3,0,134.9925
SO - 0004262,WARE-PUJ1005,14-05-2017,18-05-2017,Office Supplies,Online,USD,19,10,279,39,22.58,2,0,5.8708
SO - 0004263,WARE-PUJ1005,14-03-2015,18-03-2015,Office Supplies,Online,USD,21,26,288,22,16.52,4,0,7.5992
SO - 0004264,WARE-XYS1001,14-03-2015,18-03-2015,Office Supplies,Online,USD,4,17,16,17,671.94,3,0,315.8118
SO - 0004265,WARE-MKL1006,14-01-2017,16-01-2017,Technology,Wholesale,USD,15,40,350,14,169.064,7,0.2,-14.7931
SO - 0004266,WARE-XYS1001,14-01-2017,16-01-2017,Office Supplies,Online,USD,12,8,34,37,168.624,9,0.2,14.7546
SO - 0004267,WARE-NMK1003,08-03-2015,13-03-2015,Office Supplies,Online,USD,13,27,95,39,19.44,3,0,9.3312
SO - 0004268,WARE-NMK1003,11-10-2014,13-10-2014,Office Supplies,Online,USD,13,50,169,41,31.92,4,0,8.2992
SO - 0004269,WARE-NMK1003,11-10-2014,13-10-2014,Furniture,In-Store,USD,19,47,163,11,433.568,2,0.2,-65.0352
SO - 0004270,WARE-UHY1004,13-04-2015,14-04-2015,Office Supplies,Online,USD,23,31,241,43,31.104,6,0.2,10.8864
SO - 0004271,WARE-UHY1004,13-04-2015,14-04-2015,Office Supplies,Online,USD,4,41,260,43,54.816,3,0.2,17.8152
SO - 0004272,WARE-MKL1006,16-11-2017,20-11-2017,Office Supplies,Online,USD,9,20,337,15,48.86,7,0,0.9772
SO - 0004273,WARE-PUJ1005,01-07-2016,01-07-2016,Office Supplies,Online,USD,19,19,326,40,14.2,2,0,6.532
SO - 0004274,WARE-XYS1001,01-07-2016,01-07-2016,Office Supplies,Online,USD,17,32,42,12,12.96,2,0,6.2208
SO - 0004275,WARE-NBV1002,01-07-2016,01-07-2016,Office Supplies,Online,USD,18,40,83,26,58.34,2,0,28.0032
SO - 0004276,WARE-MKL1006,29-11-2015,30-11-2015,Office Supplies,Online,USD,8,23,353,43,56.3,2,0,15.764
SO - 0004277,WARE-NBV1002,07-04-2014,12-04-2014,Technology,Wholesale,USD,11,18,84,46,629.95,5,0,163.787
SO - 0004278,WARE-MKL1006,07-04-2014,12-04-2014,Office Supplies,Online,USD,23,23,349,22,122.97,3,0,60.2553
SO - 0004279,WARE-NMK1003,16-06-2016,18-06-2016,Office Supplies,Online,USD,10,20,148,18,46.35,5,0,21.7845
SO - 0004280,WARE-UHY1004,06-03-2017,10-03-2017,Office Supplies,Online,USD,12,41,229,7,14.976,9,0.2,5.4288
SO - 0004281,WARE-MKL1006,07-10-2017,11-10-2017,Office Supplies,Online,USD,17,4,335,17,4.24,5,0.8,-6.36
SO - 0004282,WARE-XYS1001,06-10-2017,12-10-2017,Technology,Wholesale,USD,15,11,48,16,319.96,4,0,115.1856
SO - 0004283,WARE-NMK1003,06-10-2017,12-10-2017,Office Supplies,Online,USD,7,33,150,47,17.04,3,0,7.668
SO - 0004284,WARE-NBV1002,06-10-2017,12-10-2017,Office Supplies,Online,USD,18,32,76,39,344.91,3,0,10.3473
SO - 0004285,WARE-UHY1004,05-12-2016,07-12-2016,Furniture,In-Store,USD,11,4,221,42,81.94,1,0,20.485
SO - 0004286,WARE-MKL1006,21-10-2016,22-10-2016,Technology,Wholesale,USD,5,4,361,10,98.16,6,0,9.816
SO - 0004287,WARE-NMK1003,18-05-2017,23-05-2017,Office Supplies,Online,USD,15,36,119,8,6.874,7,0.8,-10.6547
SO - 0004288,WARE-NMK1003,18-05-2017,23-05-2017,Office Supplies,Online,USD,16,38,107,12,1.996,1,0.8,-3.2934
SO - 0004289,WARE-XYS1001,18-05-2017,23-05-2017,Office Supplies,Online,USD,16,43,46,1,8.928,2,0.2,0.6696
SO - 0004290,WARE-NMK1003,26-09-2016,01-10-2016,Office Supplies,Online,USD,24,20,126,40,9.99,1,0,4.4955
SO - 0004291,WARE-UHY1004,17-11-2017,22-11-2017,Technology,Wholesale,USD,28,3,260,16,10499.97,3,0,5039.9856
SO - 0004292,WARE-MKL1006,08-07-2015,08-07-2015,Office Supplies,Online,USD,21,9,366,31,21.12,5,0.2,6.6
SO - 0004293,WARE-UHY1004,16-11-2015,20-11-2015,Furniture,In-Store,USD,13,32,248,16,696.42,2,0,160.1766
SO - 0004294,WARE-MKL1006,16-11-2015,20-11-2015,Technology,Wholesale,USD,6,14,344,28,304.776,3,0.2,22.8582
SO - 0004295,WARE-NMK1003,18-06-2015,22-06-2015,Office Supplies,Online,USD,5,44,162,18,51.98,2,0,15.0742
SO - 0004296,WARE-NMK1003,08-04-2016,14-04-2016,Furniture,In-Store,USD,23,25,186,44,24.7,5,0,10.374
SO - 0004297,WARE-NMK1003,18-04-2015,23-04-2015,Office Supplies,Online,USD,25,25,99,21,21.93,3,0,10.3071
SO - 0004298,WARE-XYS1001,03-12-2016,08-12-2016,Office Supplies,Online,USD,8,19,11,28,394.816,4,0.2,93.7688
SO - 0004299,WARE-PUJ1005,03-12-2016,08-12-2016,Office Supplies,Online,USD,6,43,290,32,18.192,4,0.7,-14.5536
SO - 0004300,WARE-PUJ1005,10-12-2015,10-12-2015,Office Supplies,Online,USD,5,3,304,28,7.31,1,0,3.4357
SO - 0004301,WARE-NMK1003,10-12-2015,10-12-2015,Technology,Wholesale,USD,14,33,164,10,799.984,2,0.2,249.995
SO - 0004302,WARE-NMK1003,10-12-2015,10-12-2015,Office Supplies,Online,USD,20,41,115,19,41.28,6,0,18.9888
SO - 0004303,WARE-PUJ1005,10-12-2015,10-12-2015,Office Supplies,Online,USD,15,5,272,13,184.66,7,0,84.9436
SO - 0004304,WARE-PUJ1005,31-10-2014,02-11-2014,Office Supplies,Online,USD,22,43,298,44,49.25,5,0,18.715
SO - 0004305,WARE-NBV1002,31-10-2014,02-11-2014,Office Supplies,Online,USD,6,2,83,47,10.16,2,0,4.7752
SO - 0004306,WARE-XYS1001,31-10-2014,02-11-2014,Furniture,In-Store,USD,5,29,17,40,14.76,2,0,4.2804
SO - 0004307,WARE-UHY1004,31-10-2014,02-11-2014,Office Supplies,Online,USD,9,15,215,26,34.08,2,0,15.6768
SO - 0004308,WARE-NMK1003,31-10-2014,02-11-2014,Furniture,In-Store,USD,6,4,150,23,17.67,3,0,7.7748
SO - 0004309,WARE-NMK1003,31-10-2014,02-11-2014,Furniture,In-Store,USD,3,9,112,24,1604.9,5,0,481.47
SO - 0004310,WARE-NMK1003,31-10-2014,02-11-2014,Furniture,In-Store,USD,6,46,164,5,385.686,1,0.3,-60.6078
SO - 0004311,WARE-PUJ1005,09-12-2017,14-12-2017,Office Supplies,Online,USD,9,12,268,38,15.984,2,0.2,4.995
SO - 0004312,WARE-NBV1002,05-05-2014,09-05-2014,Office Supplies,Online,USD,1,35,73,38,9.42,3,0,4.239
SO - 0004313,WARE-NMK1003,05-05-2014,09-05-2014,Office Supplies,Online,USD,8,12,190,20,6.56,2,0,1.9024
SO - 0004314,WARE-NMK1003,05-05-2014,09-05-2014,Office Supplies,Online,USD,1,8,120,46,24.56,2,0,11.5432
SO - 0004315,WARE-PUJ1005,04-03-2016,08-03-2016,Office Supplies,Online,USD,7,23,291,22,128.4,3,0,64.2
SO - 0004316,WARE-XYS1001,30-11-2014,04-12-2014,Office Supplies,Online,USD,11,19,53,14,62.28,4,0,29.2716
SO - 0004317,WARE-NMK1003,18-02-2015,22-02-2015,Office Supplies,Online,USD,5,18,194,38,9.24,3,0,4.4352
SO - 0004318,WARE-MKL1006,01-04-2017,03-04-2017,Furniture,In-Store,USD,22,37,365,24,482.664,8,0.15,85.176
SO - 0004319,WARE-MKL1006,01-04-2017,03-04-2017,Technology,Wholesale,USD,26,14,338,8,4799.984,2,0.2,359.9988
SO - 0004320,WARE-UHY1004,11-06-2017,13-06-2017,Office Supplies,Online,USD,21,27,225,25,37.94,2,0,18.2112
SO - 0004321,WARE-PUJ1005,11-06-2017,13-06-2017,Office Supplies,Online,USD,4,10,295,13,18.288,6,0.2,6.6294
SO - 0004322,WARE-NMK1003,11-06-2017,13-06-2017,Technology,Wholesale,USD,1,21,140,38,385.8,5,0.2,130.2075
SO - 0004323,WARE-NMK1003,11-06-2017,13-06-2017,Office Supplies,Online,USD,2,45,138,19,102.96,2,0,1.0296
SO - 0004324,WARE-UHY1004,11-06-2017,13-06-2017,Furniture,In-Store,USD,1,45,235,30,174.42,3,0,41.8608
SO - 0004325,WARE-PUJ1005,30-09-2016,03-10-2016,Office Supplies,Online,USD,5,40,290,36,1.964,2,0.8,-3.2406
SO - 0004326,WARE-NMK1003,13-12-2014,17-12-2014,Furniture,In-Store,USD,9,44,164,7,94.428,3,0.6,-42.4926
SO - 0004327,WARE-NMK1003,11-11-2017,16-11-2017,Office Supplies,Online,USD,4,46,129,11,45.92,4,0,21.5824
SO - 0004328,WARE-NMK1003,05-01-2015,10-01-2015,Furniture,In-Store,USD,1,47,166,1,61.584,1,0.2,-6.9282
SO - 0004329,WARE-NMK1003,24-03-2016,26-03-2016,Office Supplies,Online,USD,25,35,143,19,22.48,1,0,10.3408
SO - 0004330,WARE-PUJ1005,05-07-2017,10-07-2017,Furniture,In-Store,USD,11,20,295,10,332.028,9,0.6,-348.6294
SO - 0004331,WARE-XYS1001,05-07-2017,10-07-2017,Office Supplies,Online,USD,13,50,24,13,11.394,9,0.8,-17.6607
SO - 0004332,WARE-NBV1002,05-07-2017,10-07-2017,Office Supplies,Online,USD,22,46,79,13,15.552,3,0.2,5.6376
SO - 0004333,WARE-UHY1004,05-07-2017,10-07-2017,Office Supplies,Online,USD,24,8,239,29,31.104,6,0.2,11.2752
SO - 0004334,WARE-UHY1004,05-07-2017,10-07-2017,Office Supplies,Online,USD,4,47,228,38,6.316,1,0.8,-10.4214
SO - 0004335,WARE-XYS1001,21-09-2014,24-09-2014,Office Supplies,Online,USD,17,45,26,3,11.352,3,0.2,4.1151
SO - 0004336,WARE-XYS1001,21-09-2014,24-09-2014,Office Supplies,Online,USD,16,1,26,23,20.808,9,0.2,7.0227
SO - 0004337,WARE-PUJ1005,23-07-2016,27-07-2016,Office Supplies,Online,USD,2,42,265,25,11.416,4,0.8,-18.8364
SO - 0004338,WARE-PUJ1005,29-08-2017,03-09-2017,Office Supplies,Online,USD,4,17,279,27,9.408,7,0.2,0.7056
SO - 0004339,WARE-PUJ1005,26-03-2017,28-03-2017,Office Supplies,Online,USD,3,29,313,21,19.83,1,0,5.949
SO - 0004340,WARE-NMK1003,29-12-2017,04-01-2018,Office Supplies,Online,USD,26,30,141,29,209.7,2,0,100.656
SO - 0004341,WARE-XYS1001,20-09-2014,26-09-2014,Office Supplies,Online,USD,19,29,22,31,43.92,4,0,11.8584
SO - 0004342,WARE-NBV1002,20-09-2014,26-09-2014,Office Supplies,Online,USD,11,46,60,4,20.232,3,0.2,6.5754
SO - 0004343,WARE-UHY1004,04-04-2016,05-04-2016,Technology,Wholesale,USD,7,34,235,21,149.97,3,0,5.9988
SO - 0004344,WARE-NMK1003,04-04-2016,05-04-2016,Office Supplies,Online,USD,28,49,99,7,27.81,3,0,13.0707
SO - 0004345,WARE-PUJ1005,26-03-2014,30-03-2014,Technology,Wholesale,USD,4,24,323,34,66.3,3,0,8.619
SO - 0004346,WARE-NMK1003,28-11-2017,04-12-2017,Office Supplies,Online,USD,7,9,183,12,1.64,1,0,0.738
SO - 0004347,WARE-NMK1003,28-11-2017,04-12-2017,Furniture,In-Store,USD,8,14,183,11,1049.2,5,0,272.792
SO - 0004348,WARE-NMK1003,28-11-2017,04-12-2017,Furniture,In-Store,USD,3,16,133,8,20.9,5,0,7.524
SO - 0004349,WARE-PUJ1005,01-12-2016,05-12-2016,Office Supplies,Online,USD,8,12,315,37,88.08,6,0,40.5168
SO - 0004350,WARE-XYS1001,01-12-2016,05-12-2016,Furniture,In-Store,USD,18,41,17,39,751.92,4,0,150.384
SO - 0004351,WARE-UHY1004,19-09-2014,19-09-2014,Furniture,In-Store,USD,23,41,237,18,887.103,7,0.1,177.4206
SO - 0004352,WARE-PUJ1005,23-10-2015,23-10-2015,Technology,Wholesale,USD,15,33,299,23,55.944,7,0.2,-13.2867
SO - 0004353,WARE-XYS1001,23-10-2015,23-10-2015,Office Supplies,Online,USD,28,37,33,37,10.688,2,0.2,2.2712
SO - 0004354,WARE-PUJ1005,23-10-2015,23-10-2015,Technology,Wholesale,USD,14,2,309,10,11.824,2,0.2,1.0346
SO - 0004355,WARE-XYS1001,13-10-2017,16-10-2017,Office Supplies,Online,USD,12,11,12,19,63.312,3,0.2,20.5764
SO - 0004356,WARE-UHY1004,13-10-2017,16-10-2017,Office Supplies,Online,USD,20,20,211,6,96.784,4,0.8,-145.176
SO - 0004357,WARE-NMK1003,13-10-2017,16-10-2017,Furniture,In-Store,USD,27,43,105,46,10.476,3,0.6,-6.8094
SO - 0004358,WARE-XYS1001,04-09-2015,09-09-2015,Office Supplies,Online,USD,11,2,25,29,9.762,2,0.7,-6.8334
SO - 0004359,WARE-NBV1002,14-03-2016,16-03-2016,Furniture,In-Store,USD,13,26,65,25,196.784,2,0.2,-22.1382
SO - 0004360,WARE-MKL1006,28-10-2017,02-11-2017,Office Supplies,Online,USD,12,45,334,46,47.98,2,0,23.99
SO - 0004361,WARE-NBV1002,15-10-2017,19-10-2017,Office Supplies,Online,USD,17,26,81,45,13.05,5,0,6.003
SO - 0004362,WARE-UHY1004,07-08-2017,11-08-2017,Technology,Wholesale,USD,19,39,255,15,63.96,4,0,19.8276
SO - 0004363,WARE-NMK1003,21-09-2017,25-09-2017,Office Supplies,Online,USD,12,18,88,33,80.48,1,0,24.144
SO - 0004364,WARE-XYS1001,03-11-2017,08-11-2017,Office Supplies,Online,USD,12,20,55,38,11.673,3,0.7,-7.782
SO - 0004365,WARE-NMK1003,05-11-2016,09-11-2016,Furniture,In-Store,USD,10,5,168,35,863.128,8,0.3,-160.2952
SO - 0004366,WARE-NMK1003,05-11-2016,09-11-2016,Office Supplies,Online,USD,14,50,133,15,3.564,3,0.8,-6.237
SO - 0004367,WARE-NMK1003,05-11-2016,09-11-2016,Furniture,In-Store,USD,2,6,129,38,956.6648,7,0.32,-225.0976
